user_id,ad_creative_quality,time_of_day,click_probability,is_clicked
user_4296,6,13,0.06245582551507839,0
user_8075,7,5,0.06245582551507839,0
user_6037,7,0,0.06245582551507839,0
user_3929,2,0,0.010409304252513065,0
user_7231,10,7,0.12491165103015679,1
user_5366,5,16,0.06245582551507839,0
user_3631,4,3,0.06245582551507839,0
user_1366,10,18,0.20818608505026132,0
user_8904,6,16,0.06245582551507839,0
user_3763,5,23,0.06245582551507839,0
user_2548,9,4,0.12491165103015679,0
user_10496,3,19,0.09368373827261758,0
user_7696,2,22,0.09368373827261758,0
user_3004,10,18,0.20818608505026132,0
user_8389,1,9,0.010409304252513065,0
user_1163,4,23,0.06245582551507839,0
user_3288,10,13,0.12491165103015679,0
user_6515,2,21,0.09368373827261758,0
user_5899,1,18,0.09368373827261758,0
user_3580,1,19,0.09368373827261758,0
user_1585,4,5,0.06245582551507839,0
user_10663,6,20,0.14573025953518293,0
user_2125,9,14,0.12491165103015679,0
user_9167,5,3,0.06245582551507839,0
user_5473,5,21,0.14573025953518293,0
user_6199,3,18,0.09368373827261758,0
user_10618,6,20,0.14573025953518293,0
user_7579,9,19,0.20818608505026132,0
user_4676,1,0,0.010409304252513065,0
user_10316,6,13,0.06245582551507839,0
user_8078,2,11,0.010409304252513065,0
user_2801,10,23,0.12491165103015679,0
user_5663,10,8,0.12491165103015679,0
user_7651,2,11,0.010409304252513065,0
user_1524,7,8,0.06245582551507839,0
user_2599,2,16,0.010409304252513065,0
user_7909,4,11,0.06245582551507839,0
user_9367,4,22,0.14573025953518293,0
user_9910,10,0,0.12491165103015679,0
user_3173,1,20,0.09368373827261758,0
user_5534,7,10,0.06245582551507839,0
user_10643,6,9,0.06245582551507839,0
user_8580,10,1,0.12491165103015679,0
user_5516,6,19,0.14573025953518293,1
user_5718,4,16,0.06245582551507839,0
user_2736,1,8,0.010409304252513065,0
user_1232,10,21,0.20818608505026132,0
user_4708,2,19,0.09368373827261758,1
user_6205,3,3,0.010409304252513065,0
user_8716,4,4,0.06245582551507839,0
user_7967,8,19,0.20818608505026132,0
user_7048,7,5,0.06245582551507839,1
user_8232,6,16,0.06245582551507839,0
user_5459,8,23,0.12491165103015679,0
user_1528,7,15,0.06245582551507839,0
user_5459,1,18,0.09368373827261758,0
user_7263,1,21,0.09368373827261758,0
user_3467,3,3,0.010409304252513065,0
user_7068,1,18,0.09368373827261758,0
user_9277,3,2,0.010409304252513065,0
user_5691,2,19,0.09368373827261758,0
user_10496,3,5,0.010409304252513065,0
user_5127,8,5,0.12491165103015679,0
user_1188,10,17,0.12491165103015679,0
user_2932,7,18,0.14573025953518293,0
user_10776,3,14,0.010409304252513065,0
user_7936,6,6,0.06245582551507839,0
user_10177,2,14,0.010409304252513065,0
user_6754,1,7,0.010409304252513065,0
user_5505,8,17,0.12491165103015679,1
user_9193,1,3,0.010409304252513065,0
user_3907,9,11,0.12491165103015679,0
user_9412,3,19,0.09368373827261758,0
user_5682,2,19,0.09368373827261758,1
user_4041,3,11,0.010409304252513065,0
user_8162,2,21,0.09368373827261758,1
user_9392,1,21,0.09368373827261758,1
user_1188,5,14,0.06245582551507839,0
user_2503,3,19,0.09368373827261758,0
user_5419,5,20,0.14573025953518293,0
user_3445,1,15,0.010409304252513065,0
user_3187,4,10,0.06245582551507839,0
user_8568,6,23,0.06245582551507839,0
user_10289,6,23,0.06245582551507839,0
user_2721,2,15,0.010409304252513065,0
user_6708,2,15,0.010409304252513065,0
user_5095,6,18,0.14573025953518293,1
user_8073,6,6,0.06245582551507839,1
user_4465,10,23,0.12491165103015679,0
user_6533,5,16,0.06245582551507839,0
user_10976,3,19,0.09368373827261758,0
user_9282,4,19,0.14573025953518293,0
user_10833,8,10,0.12491165103015679,1
user_7749,2,19,0.09368373827261758,0
user_6272,3,1,0.010409304252513065,0
user_4404,1,10,0.010409304252513065,0
user_10044,1,20,0.09368373827261758,0
user_1824,4,12,0.06245582551507839,0
user_10108,7,18,0.14573025953518293,1
user_5362,3,10,0.010409304252513065,0
user_6002,2,20,0.09368373827261758,0
user_8570,1,14,0.010409304252513065,0
user_7923,6,18,0.14573025953518293,0
user_5969,4,18,0.14573025953518293,0
user_4859,9,12,0.12491165103015679,0
user_3408,10,12,0.12491165103015679,1
user_2812,7,10,0.06245582551507839,0
user_4124,7,15,0.06245582551507839,0
user_7024,2,12,0.010409304252513065,0
user_10609,7,17,0.06245582551507839,0
user_2193,1,6,0.010409304252513065,0
user_4781,3,8,0.010409304252513065,0
user_1528,1,18,0.09368373827261758,0
user_1089,1,9,0.010409304252513065,0
user_7455,7,13,0.06245582551507839,0
user_9614,5,0,0.06245582551507839,0
user_5938,9,21,0.20818608505026132,0
user_4843,3,8,0.010409304252513065,0
user_2157,4,15,0.06245582551507839,0
user_5080,3,22,0.09368373827261758,0
user_9907,6,6,0.06245582551507839,0
user_1839,1,21,0.09368373827261758,0
user_4565,6,4,0.06245582551507839,0
user_5818,3,10,0.010409304252513065,0
user_1525,5,18,0.14573025953518293,0
user_8983,9,18,0.20818608505026132,1
user_2231,7,7,0.06245582551507839,0
user_10220,3,14,0.010409304252513065,0
user_10219,2,4,0.010409304252513065,0
user_3921,3,22,0.09368373827261758,0
user_4379,4,6,0.06245582551507839,0
user_2410,3,9,0.010409304252513065,0
user_4649,5,18,0.14573025953518293,0
user_6808,8,21,0.20818608505026132,0
user_4596,8,23,0.12491165103015679,0
user_3087,5,18,0.14573025953518293,0
user_10206,4,21,0.14573025953518293,0
user_3779,2,21,0.09368373827261758,0
user_9049,7,18,0.14573025953518293,0
user_7221,8,10,0.12491165103015679,0
user_8273,7,18,0.14573025953518293,1
user_9540,9,18,0.20818608505026132,1
user_2126,6,21,0.14573025953518293,0
user_5382,2,21,0.09368373827261758,0
user_10345,6,1,0.06245582551507839,0
user_9134,6,5,0.06245582551507839,0
user_7920,7,19,0.14573025953518293,0
user_2406,3,14,0.010409304252513065,0
user_5605,1,8,0.010409304252513065,0
user_5768,9,18,0.20818608505026132,0
user_5828,5,8,0.06245582551507839,0
user_9979,5,19,0.14573025953518293,0
user_10583,5,6,0.06245582551507839,0
user_1272,9,19,0.20818608505026132,0
user_1652,8,7,0.12491165103015679,0
user_10309,7,21,0.14573025953518293,0
user_4819,9,17,0.12491165103015679,0
user_10674,4,18,0.14573025953518293,0
user_6637,6,18,0.14573025953518293,0
user_2348,8,20,0.20818608505026132,0
user_5717,9,15,0.12491165103015679,0
user_10883,6,19,0.14573025953518293,1
user_2977,5,1,0.06245582551507839,0
user_1971,3,16,0.010409304252513065,0
user_9880,1,2,0.010409304252513065,0
user_7907,8,18,0.20818608505026132,0
user_5797,8,19,0.20818608505026132,0
user_8210,8,11,0.12491165103015679,0
user_2285,8,1,0.12491165103015679,1
user_7540,3,4,0.010409304252513065,0
user_6287,2,18,0.09368373827261758,0
user_3471,2,21,0.09368373827261758,0
user_7349,9,23,0.12491165103015679,0
user_1453,6,18,0.14573025953518293,0
user_7688,4,12,0.06245582551507839,0
user_2614,9,13,0.12491165103015679,0
user_8774,2,13,0.010409304252513065,0
user_8097,7,2,0.06245582551507839,0
user_8335,7,0,0.06245582551507839,0
user_2238,5,11,0.06245582551507839,0
user_5004,9,9,0.12491165103015679,1
user_8066,5,22,0.14573025953518293,0
user_4034,7,14,0.06245582551507839,0
user_5236,9,16,0.12491165103015679,0
user_1239,6,20,0.14573025953518293,1
user_5991,7,10,0.06245582551507839,0
user_10418,2,19,0.09368373827261758,0
user_8977,9,2,0.12491165103015679,0
user_8486,7,20,0.14573025953518293,0
user_1496,5,12,0.06245582551507839,0
user_1680,8,21,0.20818608505026132,0
user_2563,6,23,0.06245582551507839,0
user_2896,4,19,0.14573025953518293,0
user_6327,9,18,0.20818608505026132,0
user_9837,10,2,0.12491165103015679,0
user_4337,2,4,0.010409304252513065,0
user_1446,2,10,0.010409304252513065,0
user_1925,3,15,0.010409304252513065,0
user_6217,6,7,0.06245582551507839,0
user_9418,2,18,0.09368373827261758,0
user_5301,9,18,0.20818608505026132,0
user_5054,5,19,0.14573025953518293,0
user_6975,8,20,0.20818608505026132,1
user_7081,4,18,0.14573025953518293,0
user_5551,10,6,0.12491165103015679,1
user_1632,2,2,0.010409304252513065,0
user_3996,2,19,0.09368373827261758,0
user_5314,6,18,0.14573025953518293,0
user_10638,8,21,0.20818608505026132,0
user_6403,7,12,0.06245582551507839,0
user_9049,3,7,0.010409304252513065,0
user_6968,1,20,0.09368373827261758,0
user_3852,3,6,0.010409304252513065,0
user_9200,2,20,0.09368373827261758,0
user_2705,1,4,0.010409304252513065,0
user_4259,3,23,0.010409304252513065,0
user_1079,10,21,0.20818608505026132,0
user_6947,7,20,0.14573025953518293,1
user_7023,1,14,0.010409304252513065,0
user_3855,1,15,0.010409304252513065,0
user_7401,10,21,0.20818608505026132,1
user_10106,8,9,0.12491165103015679,0
user_10473,4,5,0.06245582551507839,0
user_2481,7,19,0.14573025953518293,0
user_1361,1,1,0.010409304252513065,0
user_9286,1,3,0.010409304252513065,0
user_3173,2,5,0.010409304252513065,0
user_7346,7,17,0.06245582551507839,0
user_3815,3,10,0.010409304252513065,0
user_7533,3,18,0.09368373827261758,0
user_10017,1,23,0.010409304252513065,0
user_4111,10,3,0.12491165103015679,0
user_8103,7,15,0.06245582551507839,0
user_4165,8,20,0.20818608505026132,0
user_6482,6,18,0.14573025953518293,1
user_6804,4,18,0.14573025953518293,1
user_6557,9,3,0.12491165103015679,0
user_9680,5,18,0.14573025953518293,0
user_6535,6,12,0.06245582551507839,0
user_7279,6,6,0.06245582551507839,0
user_4448,5,2,0.06245582551507839,0
user_9089,3,14,0.010409304252513065,0
user_9419,3,18,0.09368373827261758,0
user_2927,5,21,0.14573025953518293,0
user_10319,9,20,0.20818608505026132,1
user_9951,2,21,0.09368373827261758,0
user_10031,9,12,0.12491165103015679,0
user_7643,8,16,0.12491165103015679,0
user_6290,9,10,0.12491165103015679,0
user_10672,2,20,0.09368373827261758,0
user_7629,7,20,0.14573025953518293,0
user_9989,9,22,0.20818608505026132,1
user_5306,10,1,0.12491165103015679,0
user_4631,3,19,0.09368373827261758,0
user_1388,8,20,0.20818608505026132,1
user_3785,3,9,0.010409304252513065,0
user_5104,3,23,0.010409304252513065,0
user_10802,3,23,0.010409304252513065,0
user_8634,7,7,0.06245582551507839,0
user_10355,4,19,0.14573025953518293,0
user_2863,6,17,0.06245582551507839,1
user_7032,9,8,0.12491165103015679,0
user_8315,1,3,0.010409304252513065,0
user_8335,7,7,0.06245582551507839,0
user_6859,2,17,0.010409304252513065,0
user_8228,6,20,0.14573025953518293,0
user_2021,5,16,0.06245582551507839,0
user_10936,6,19,0.14573025953518293,1
user_3387,4,14,0.06245582551507839,0
user_10749,5,8,0.06245582551507839,0
user_2392,4,19,0.14573025953518293,1
user_1580,9,21,0.20818608505026132,0
user_4851,5,7,0.06245582551507839,0
user_3769,9,20,0.20818608505026132,1
user_4176,7,11,0.06245582551507839,0
user_6080,8,23,0.12491165103015679,0
user_6978,7,7,0.06245582551507839,0
user_9508,5,23,0.06245582551507839,0
user_2893,5,20,0.14573025953518293,0
user_6872,8,18,0.20818608505026132,0
user_2502,4,19,0.14573025953518293,0
user_3329,6,22,0.14573025953518293,0
user_1204,7,21,0.14573025953518293,0
user_9624,7,10,0.06245582551507839,0
user_6155,4,6,0.06245582551507839,0
user_8897,10,6,0.12491165103015679,0
user_1137,3,20,0.09368373827261758,0
user_6241,5,20,0.14573025953518293,0
user_2756,1,4,0.010409304252513065,0
user_8100,2,19,0.09368373827261758,0
user_8574,10,21,0.20818608505026132,0
user_9803,5,21,0.14573025953518293,0
user_9203,4,0,0.06245582551507839,0
user_10552,9,15,0.12491165103015679,0
user_2919,3,18,0.09368373827261758,1
user_7474,2,23,0.010409304252513065,0
user_5995,1,18,0.09368373827261758,0
user_1043,2,18,0.09368373827261758,0
user_5178,4,19,0.14573025953518293,0
user_3795,5,17,0.06245582551507839,0
user_2582,3,4,0.010409304252513065,0
user_8595,6,19,0.14573025953518293,0
user_6618,2,1,0.010409304252513065,0
user_7781,4,13,0.06245582551507839,0
user_9263,1,14,0.010409304252513065,0
user_3724,4,21,0.14573025953518293,1
user_3280,5,18,0.14573025953518293,0
user_6666,7,8,0.06245582551507839,0
user_7347,3,20,0.09368373827261758,0
user_4071,10,19,0.20818608505026132,0
user_9683,1,4,0.010409304252513065,0
user_2575,7,7,0.06245582551507839,0
user_1342,2,16,0.010409304252513065,0
user_4537,7,2,0.06245582551507839,0
user_7399,1,12,0.010409304252513065,0
user_10933,8,5,0.12491165103015679,1
user_2265,6,20,0.14573025953518293,0
user_9972,1,19,0.09368373827261758,0
user_7445,1,18,0.09368373827261758,0
user_4284,4,3,0.06245582551507839,0
user_4794,3,16,0.010409304252513065,0
user_2499,4,6,0.06245582551507839,0
user_6418,7,18,0.14573025953518293,0
user_1380,8,16,0.12491165103015679,0
user_2054,5,16,0.06245582551507839,0
user_7035,2,19,0.09368373827261758,0
user_10145,1,19,0.09368373827261758,0
user_8563,7,19,0.14573025953518293,0
user_8225,7,5,0.06245582551507839,0
user_4942,5,3,0.06245582551507839,0
user_7506,7,12,0.06245582551507839,0
user_3241,5,17,0.06245582551507839,0
user_2218,10,22,0.20818608505026132,0
user_6047,4,9,0.06245582551507839,0
user_4023,8,21,0.20818608505026132,0
user_5811,8,19,0.20818608505026132,1
user_7549,9,1,0.12491165103015679,0
user_4725,10,9,0.12491165103015679,1
user_7931,7,21,0.14573025953518293,0
user_4652,4,6,0.06245582551507839,0
user_2057,10,5,0.12491165103015679,0
user_8660,2,3,0.010409304252513065,0
user_3983,2,10,0.010409304252513065,0
user_9680,1,6,0.010409304252513065,0
user_3011,3,11,0.010409304252513065,0
user_8356,3,20,0.09368373827261758,1
user_4545,7,13,0.06245582551507839,0
user_3952,8,19,0.20818608505026132,0
user_4045,10,18,0.20818608505026132,1
user_5948,2,14,0.010409304252513065,0
user_3183,6,22,0.14573025953518293,0
user_2513,5,21,0.14573025953518293,0
user_9453,2,12,0.010409304252513065,0
user_3471,9,18,0.20818608505026132,1
user_8525,3,20,0.09368373827261758,0
user_8820,3,21,0.09368373827261758,0
user_7785,4,1,0.06245582551507839,0
user_7689,9,15,0.12491165103015679,0
user_6741,5,15,0.06245582551507839,0
user_1972,7,20,0.14573025953518293,0
user_8793,2,19,0.09368373827261758,0
user_3296,8,23,0.12491165103015679,0
user_1417,8,1,0.12491165103015679,0
user_2755,4,8,0.06245582551507839,0
user_9360,9,15,0.12491165103015679,0
user_7334,5,9,0.06245582551507839,0
user_10423,6,6,0.06245582551507839,0
user_8644,8,20,0.20818608505026132,1
user_3822,2,19,0.09368373827261758,1
user_7077,3,17,0.010409304252513065,0
user_2939,8,12,0.12491165103015679,0
user_5553,10,4,0.12491165103015679,0
user_7381,4,16,0.06245582551507839,1
user_9472,2,22,0.09368373827261758,0
user_6500,7,19,0.14573025953518293,0
user_3949,5,9,0.06245582551507839,0
user_9545,6,4,0.06245582551507839,0
user_1534,9,15,0.12491165103015679,1
user_3451,6,3,0.06245582551507839,0
user_4714,1,8,0.010409304252513065,0
user_3306,10,5,0.12491165103015679,0
user_4238,1,14,0.010409304252513065,0
user_3729,8,21,0.20818608505026132,0
user_9342,3,23,0.010409304252513065,0
user_1072,2,6,0.010409304252513065,1
user_9626,7,7,0.06245582551507839,0
user_1121,3,7,0.010409304252513065,0
user_3285,5,19,0.14573025953518293,1
user_6746,4,21,0.14573025953518293,1
user_3774,9,20,0.20818608505026132,0
user_6477,3,19,0.09368373827261758,1
user_4357,1,21,0.09368373827261758,0
user_6605,8,11,0.12491165103015679,0
user_6306,4,19,0.14573025953518293,0
user_9396,3,10,0.010409304252513065,0
user_10723,7,17,0.06245582551507839,0
user_5175,4,20,0.14573025953518293,1
user_8541,2,19,0.09368373827261758,0
user_5773,4,2,0.06245582551507839,0
user_8699,3,3,0.010409304252513065,0
user_9009,7,14,0.06245582551507839,0
user_9730,8,21,0.20818608505026132,0
user_5500,9,14,0.12491165103015679,0
user_7612,1,18,0.09368373827261758,0
user_1222,4,21,0.14573025953518293,1
user_8755,5,19,0.14573025953518293,0
user_4699,9,19,0.20818608505026132,0
user_1870,3,20,0.09368373827261758,0
user_10599,10,1,0.12491165103015679,0
user_10568,6,8,0.06245582551507839,0
user_3579,8,15,0.12491165103015679,0
user_4809,9,21,0.20818608505026132,1
user_5414,6,18,0.14573025953518293,0
user_6059,3,18,0.09368373827261758,0
user_5022,10,11,0.12491165103015679,0
user_9623,7,14,0.06245582551507839,0
user_5543,1,16,0.010409304252513065,0
user_5164,8,0,0.12491165103015679,0
user_1177,6,9,0.06245582551507839,0
user_3710,1,23,0.010409304252513065,0
user_2122,2,9,0.010409304252513065,0
user_7915,10,4,0.12491165103015679,0
user_1265,2,18,0.09368373827261758,0
user_2225,3,2,0.010409304252513065,0
user_5421,7,8,0.06245582551507839,1
user_7351,5,8,0.06245582551507839,0
user_7683,3,21,0.09368373827261758,0
user_1817,10,15,0.12491165103015679,0
user_3012,2,15,0.010409304252513065,0
user_4826,8,9,0.12491165103015679,0
user_3065,3,17,0.010409304252513065,0
user_9913,6,13,0.06245582551507839,0
user_9096,9,22,0.20818608505026132,0
user_5618,5,10,0.06245582551507839,0
user_1245,7,18,0.14573025953518293,1
user_9633,2,18,0.09368373827261758,1
user_10165,9,9,0.12491165103015679,0
user_6562,6,21,0.14573025953518293,0
user_4399,10,21,0.20818608505026132,0
user_6778,5,13,0.06245582551507839,0
user_1413,2,3,0.010409304252513065,0
user_5232,3,23,0.010409304252513065,0
user_10094,9,9,0.12491165103015679,0
user_7703,4,22,0.14573025953518293,0
user_8151,1,11,0.010409304252513065,0
user_8739,8,8,0.12491165103015679,1
user_8739,10,2,0.12491165103015679,0
user_8379,9,5,0.12491165103015679,1
user_1181,9,7,0.12491165103015679,0
user_9728,9,13,0.12491165103015679,0
user_1695,3,21,0.09368373827261758,0
user_2726,5,18,0.14573025953518293,1
user_10024,5,1,0.06245582551507839,0
user_4974,2,18,0.09368373827261758,0
user_1861,7,19,0.14573025953518293,1
user_6556,1,20,0.09368373827261758,1
user_2327,2,20,0.09368373827261758,0
user_2530,3,0,0.010409304252513065,0
user_4665,6,22,0.14573025953518293,0
user_6739,3,19,0.09368373827261758,0
user_2032,10,19,0.20818608505026132,0
user_4227,5,5,0.06245582551507839,0
user_6618,6,12,0.06245582551507839,0
user_6407,9,2,0.12491165103015679,0
user_7496,4,15,0.06245582551507839,0
user_2299,8,14,0.12491165103015679,0
user_5166,5,20,0.14573025953518293,0
user_2593,7,11,0.06245582551507839,0
user_4282,2,9,0.010409304252513065,0
user_6542,2,16,0.010409304252513065,0
user_7336,2,14,0.010409304252513065,0
user_6494,10,21,0.20818608505026132,1
user_6359,5,20,0.14573025953518293,0
user_5004,9,18,0.20818608505026132,0
user_3248,6,18,0.14573025953518293,1
user_7321,6,22,0.14573025953518293,0
user_8904,10,12,0.12491165103015679,1
user_8995,6,21,0.14573025953518293,1
user_1764,2,2,0.010409304252513065,0
user_2136,7,19,0.14573025953518293,0
user_5430,8,20,0.20818608505026132,0
user_3729,5,22,0.14573025953518293,0
user_4356,3,6,0.010409304252513065,0
user_8812,6,18,0.14573025953518293,1
user_9010,7,2,0.06245582551507839,1
user_7639,5,21,0.14573025953518293,0
user_1709,1,21,0.09368373827261758,0
user_1949,1,0,0.010409304252513065,0
user_7946,8,20,0.20818608505026132,0
user_2865,5,19,0.14573025953518293,0
user_7619,10,7,0.12491165103015679,0
user_5204,8,17,0.12491165103015679,0
user_7774,8,19,0.20818608505026132,1
user_10615,1,15,0.010409304252513065,0
user_1658,9,21,0.20818608505026132,0
user_3740,3,19,0.09368373827261758,0
user_3130,7,15,0.06245582551507839,0
user_9815,6,19,0.14573025953518293,0
user_5478,9,0,0.12491165103015679,0
user_1318,7,8,0.06245582551507839,0
user_10731,2,2,0.010409304252513065,0
user_7261,8,20,0.20818608505026132,1
user_8009,3,20,0.09368373827261758,0
user_1845,6,5,0.06245582551507839,0
user_1708,9,19,0.20818608505026132,0
user_10256,2,3,0.010409304252513065,0
user_1874,10,23,0.12491165103015679,0
user_9997,6,19,0.14573025953518293,0
user_4623,1,12,0.010409304252513065,0
user_5175,4,22,0.14573025953518293,0
user_2171,5,19,0.14573025953518293,0
user_2803,8,10,0.12491165103015679,0
user_8988,10,0,0.12491165103015679,0
user_7471,2,8,0.010409304252513065,0
user_8262,6,0,0.06245582551507839,0
user_1229,10,22,0.20818608505026132,0
user_1675,5,8,0.06245582551507839,0
user_1530,6,18,0.14573025953518293,0
user_8490,3,14,0.010409304252513065,0
user_9840,7,8,0.06245582551507839,0
user_10557,5,18,0.14573025953518293,0
user_7403,1,11,0.010409304252513065,0
user_9050,2,15,0.010409304252513065,0
user_9845,8,22,0.20818608505026132,0
user_9949,7,23,0.06245582551507839,0
user_9224,5,18,0.14573025953518293,0
user_6017,3,7,0.010409304252513065,0
user_2456,10,17,0.12491165103015679,0
user_6764,4,17,0.06245582551507839,0
user_6713,6,21,0.14573025953518293,1
user_1760,5,19,0.14573025953518293,0
user_8027,5,21,0.14573025953518293,0
user_5701,7,19,0.14573025953518293,1
user_6720,10,0,0.12491165103015679,0
user_6044,6,13,0.06245582551507839,1
user_6898,2,15,0.010409304252513065,0
user_4763,10,9,0.12491165103015679,0
user_8981,8,3,0.12491165103015679,1
user_1675,3,20,0.09368373827261758,0
user_3221,10,23,0.12491165103015679,0
user_9810,1,1,0.010409304252513065,0
user_7083,9,19,0.20818608505026132,0
user_6541,8,18,0.20818608505026132,1
user_2814,9,15,0.12491165103015679,0
user_8090,4,9,0.06245582551507839,0
user_9945,3,22,0.09368373827261758,1
user_6302,7,22,0.14573025953518293,0
user_9167,2,22,0.09368373827261758,0
user_10631,10,20,0.20818608505026132,0
user_9495,9,22,0.20818608505026132,0
user_7616,4,19,0.14573025953518293,0
user_4015,9,16,0.12491165103015679,0
user_7583,6,7,0.06245582551507839,0
user_4115,7,12,0.06245582551507839,0
user_3398,6,21,0.14573025953518293,1
user_2980,5,21,0.14573025953518293,0
user_2752,4,19,0.14573025953518293,0
user_8266,5,7,0.06245582551507839,0
user_6958,5,12,0.06245582551507839,0
user_3020,8,22,0.20818608505026132,0
user_9915,2,12,0.010409304252513065,0
user_7296,3,17,0.010409304252513065,0
user_8137,8,18,0.20818608505026132,0
user_2340,2,14,0.010409304252513065,0
user_10634,10,22,0.20818608505026132,0
user_10613,2,22,0.09368373827261758,0
user_6213,1,19,0.09368373827261758,0
user_2745,8,15,0.12491165103015679,0
user_1138,3,13,0.010409304252513065,0
user_4843,6,18,0.14573025953518293,0
user_3390,3,6,0.010409304252513065,0
user_10713,4,4,0.06245582551507839,0
user_5457,7,20,0.14573025953518293,0
user_8513,7,7,0.06245582551507839,0
user_3805,9,20,0.20818608505026132,0
user_6596,5,19,0.14573025953518293,0
user_9897,3,3,0.010409304252513065,0
user_10354,6,18,0.14573025953518293,0
user_8948,1,21,0.09368373827261758,0
user_7926,4,18,0.14573025953518293,0
user_10489,3,1,0.010409304252513065,0
user_8199,6,20,0.14573025953518293,0
user_1040,6,19,0.14573025953518293,1
user_6371,6,9,0.06245582551507839,0
user_2111,7,3,0.06245582551507839,0
user_8044,10,20,0.20818608505026132,0
user_1448,3,17,0.010409304252513065,0
user_3608,5,19,0.14573025953518293,0
user_1313,4,20,0.14573025953518293,0
user_5923,7,21,0.14573025953518293,0
user_7729,7,23,0.06245582551507839,0
user_4165,10,19,0.20818608505026132,0
user_2783,4,0,0.06245582551507839,0
user_6296,6,20,0.14573025953518293,1
user_10196,2,4,0.010409304252513065,0
user_2933,6,5,0.06245582551507839,0
user_6150,5,14,0.06245582551507839,0
user_4399,1,18,0.09368373827261758,0
user_5599,8,8,0.12491165103015679,0
user_8068,1,21,0.09368373827261758,0
user_2597,2,19,0.09368373827261758,0
user_1820,6,18,0.14573025953518293,0
user_10881,1,4,0.010409304252513065,0
user_3425,5,21,0.14573025953518293,0
user_1071,4,10,0.06245582551507839,0
user_3579,1,19,0.09368373827261758,0
user_4270,4,3,0.06245582551507839,0
user_2771,8,2,0.12491165103015679,0
user_2679,8,2,0.12491165103015679,0
user_6192,1,18,0.09368373827261758,0
user_1535,4,19,0.14573025953518293,0
user_4341,8,2,0.12491165103015679,0
user_2375,2,19,0.09368373827261758,0
user_9893,9,19,0.20818608505026132,0
user_7958,10,12,0.12491165103015679,0
user_5850,4,5,0.06245582551507839,0
user_3078,1,0,0.010409304252513065,0
user_2495,3,19,0.09368373827261758,0
user_3547,6,1,0.06245582551507839,0
user_4227,7,18,0.14573025953518293,1
user_8144,8,11,0.12491165103015679,0
user_1682,3,3,0.010409304252513065,0
user_3952,5,22,0.14573025953518293,0
user_10408,1,18,0.09368373827261758,0
user_6849,7,7,0.06245582551507839,0
user_1860,10,23,0.12491165103015679,0
user_3425,5,14,0.06245582551507839,0
user_8981,3,20,0.09368373827261758,0
user_9909,10,5,0.12491165103015679,0
user_2728,6,21,0.14573025953518293,0
user_7887,7,21,0.14573025953518293,0
user_5411,9,23,0.12491165103015679,0
user_9055,10,13,0.12491165103015679,0
user_10238,4,11,0.06245582551507839,0
user_8741,4,4,0.06245582551507839,0
user_5055,7,21,0.14573025953518293,1
user_3906,4,3,0.06245582551507839,0
user_5524,2,2,0.010409304252513065,1
user_5075,4,4,0.06245582551507839,0
user_2787,4,5,0.06245582551507839,0
user_10355,5,20,0.14573025953518293,0
user_9784,7,15,0.06245582551507839,0
user_3148,4,3,0.06245582551507839,0
user_7301,6,19,0.14573025953518293,0
user_4821,10,19,0.20818608505026132,1
user_7698,3,20,0.09368373827261758,0
user_7432,5,14,0.06245582551507839,0
user_5346,10,19,0.20818608505026132,0
user_10056,2,21,0.09368373827261758,0
user_6533,8,12,0.12491165103015679,0
user_2070,5,2,0.06245582551507839,0
user_5108,10,10,0.12491165103015679,0
user_8186,7,14,0.06245582551507839,0
user_10488,8,2,0.12491165103015679,1
user_1605,10,0,0.12491165103015679,0
user_7829,9,7,0.12491165103015679,1
user_5904,3,16,0.010409304252513065,0
user_1930,3,12,0.010409304252513065,0
user_4405,3,20,0.09368373827261758,0
user_9660,10,17,0.12491165103015679,0
user_1478,10,2,0.12491165103015679,0
user_9029,1,9,0.010409304252513065,0
user_2293,6,18,0.14573025953518293,0
user_5483,1,20,0.09368373827261758,0
user_1896,3,22,0.09368373827261758,0
user_6670,6,22,0.14573025953518293,1
user_9134,10,7,0.12491165103015679,1
user_9127,5,20,0.14573025953518293,0
user_6488,7,11,0.06245582551507839,0
user_1787,1,21,0.09368373827261758,0
user_10232,8,23,0.12491165103015679,0
user_3753,2,18,0.09368373827261758,0
user_9238,1,23,0.010409304252513065,0
user_3348,10,18,0.20818608505026132,0
user_10415,8,21,0.20818608505026132,1
user_10201,9,16,0.12491165103015679,0
user_1583,8,17,0.12491165103015679,1
user_10796,7,13,0.06245582551507839,0
user_5317,6,4,0.06245582551507839,0
user_8342,3,23,0.010409304252513065,0
user_1153,10,18,0.20818608505026132,0
user_9000,8,18,0.20818608505026132,0
user_7988,7,6,0.06245582551507839,0
user_1872,2,7,0.010409304252513065,0
user_1388,4,21,0.14573025953518293,0
user_1451,8,22,0.20818608505026132,1
user_5501,10,3,0.12491165103015679,0
user_5495,2,19,0.09368373827261758,0
user_3956,1,18,0.09368373827261758,0
user_7142,6,10,0.06245582551507839,0
user_8175,6,7,0.06245582551507839,0
user_3971,10,1,0.12491165103015679,0
user_6141,6,1,0.06245582551507839,0
user_3961,1,1,0.010409304252513065,0
user_5546,4,20,0.14573025953518293,0
user_3292,3,20,0.09368373827261758,0
user_6534,4,10,0.06245582551507839,0
user_6832,10,22,0.20818608505026132,0
